"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","Location_Canberra","Location_Adelaide","Location_Melbourne","Location_Sydney","Season_fall","Season_spring","Season_winter","Season_summer","WindGustDir_NNW","WindGustDir_SW","WindGustDir_SSW","WindGustDir_N","WindGustDir_WNW","WindGustDir_WSW","WindGustDir_ENE","WindGustDir_SE","WindGustDir_ESE","WindGustDir_W","WindGustDir_S","WindGustDir_NW","WindGustDir_NE","WindGustDir_E","WindGustDir_SSE","WindGustDir_NNE","WindDir9am_SE","WindDir9am_S","WindDir9am_N","WindDir9am_NE","WindDir9am_NW","WindDir9am_ESE","WindDir9am_SW","WindDir9am_W","WindDir9am_WSW","WindDir9am_SSW","WindDir9am_NNE","WindDir9am_WNW","WindDir9am_E","WindDir9am_NNW","WindDir9am_SSE","WindDir9am_ENE","WindDir3pm_NW","WindDir3pm_SW","WindDir3pm_SSE","WindDir3pm_WSW","WindDir3pm_N","WindDir3pm_WNW","WindDir3pm_ESE","WindDir3pm_SE","WindDir3pm_W","WindDir3pm_S","WindDir3pm_NNW","WindDir3pm_SSW","WindDir3pm_NNE","WindDir3pm_ENE","WindDir3pm_E","WindDir3pm_NE"
"4210",20.9,28,0,8,8.6,28,"SW","SW",7,13,57,49,1009.8,1010.4,1,2,22.6,25.6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4211",12.6,16.9,0.2,1.8,0.1,30,"SW","S",13,17,72,71,1030.8,1028.9,7,7,14.5,15.9,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4212",14.5,30.6,1.4,8,5.7,43,"SE","NE",7,24,69,29,1017.5,1014.3,0,1,20.3,28.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4213",15.6,23.4,0,2.4,7.6,41,"WSW","WSW",13,15,58,54,1013.9,1013.6,2,3,19.1,22.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4214",0.9,12.3,0,5.7,6.8,37,"SSE","ESE",20,24,64,55,1027.8,1027.7,5,5,7.3,11.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4215",8.5,16.3,0.2,1.6,7.7,26,"W","S",9,6,69,48,1014,1011.5,3,6,11.3,15.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4216",20.8,36.6,0,10.4,11.9,50,"ESE","ENE",6,11,64,44,1013.6,1008.3,7,2,25.3,32.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4217",8.4,28.8,0,5.7,6.8,35,"SSE","NNW",11,6,63,29,1009.3,1006.5,7,7,16.9,26.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4218",7.6,15.9,0,1.4,8.6,43,"N","NW",13,28,92,69,1019.9,1018,1,1,9.2,15.4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4219",6.3,14.9,2,1.6,5.7,39,"S","SSW",7,15,66,47,1032.3,1033.1,1,1,10.8,13.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4220",5.9,14.9,0,2,0.1,15,"N","S",4,9,87,70,1027.2,1021.9,7,7,7.5,12.8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4221",10.5,19.3,0,4,6.5,89,"N","N",61,59,58,46,1015,1010.3,5,2,12.7,18.2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4222",17.8,34.3,0,8.2,12.8,48,"SW","WSW",11,15,37,17,1015.2,1012.5,8,1,24.3,33.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4223",6.6,26.8,0,8,5.7,43,"ENE","SW",9,9,63,23,1026,1021.9,2,5,14,25.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4224",18,34.3,0,4.8,12.1,44,"ESE","NNW",7,28,53,21,1013.7,1007.7,7,6,24.8,33.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4225",-3.7,14.7,0,3.4,10.9,43,"SE","N",9,22,53,25,1025.8,1020.9,0,0,5.5,13.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4226",4,17.4,0,0.4,7.8,28,"SSE","NNW",2,11,97,56,1030.1,1027.3,1,5,7.8,16.7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4227",15.1,19.4,0.6,5.7,7.3,48,"SW","SSW",22,15,58,48,1016.2,1016.6,7,2,17.1,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4228",7,14.3,2.6,9.6,9.7,63,"NW","W",26,33,68,40,1010.3,1012.7,1,3,9.1,13.7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4229",11.2,27.8,0.2,5.8,11.3,31,"W","E",13,7,53,40,1026.3,1020.5,1,7,18.7,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4230",18.6,28.1,0,9.4,7.1,44,"N","N",19,22,46,34,1018.6,1012.8,2,5,21.7,27.8,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4231",6.3,14.1,0.2,1.6,3.8,39,"NNE","N",7,19,74,52,1019.9,1015.3,3,4,10,13.9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4232",10.7,22.1,0,1.8,4.6,33,"NNE","NNW",11,17,50,35,1021.9,1018.8,1,1,16,21.9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4233",13.5,23.9,0,6.6,11.6,48,"SE","E",9,11,48,35,1021.3,1019.3,7,8,16.5,22.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4234",15.4,24.8,0,5.2,7.4,39,"S","SE",13,13,66,43,1013.2,1009,8,6,17.5,23.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4235",2.1,18.3,0,4.6,9.3,35,"SSE","ESE",13,9,58,52,1032.3,1030.2,0,1,10.6,15.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4236",5.1,23.3,0,3.6,10.3,44,"N","NW",9,28,54,30,1016.4,1011.7,1,1,16.4,22.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4237",10.6,25.7,1.4,3.6,13.4,33,"NNE","NNE",6,13,58,27,1019.4,1015.9,2,5,14.9,23.6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4238",11.3,19.1,2.8,4.2,3.7,74,"N","WSW",24,20,49,44,996.5,994.4,6,7,15.9,17.1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4239",7.4,20.2,0,3.8,9.6,37,"W","SSE",28,13,67,36,1027.6,1025.2,1,1,9.6,19.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4240",14.6,28.7,2.6,5.7,6.8,57,"NNW","WNW",19,31,81,31,1003.4,1003.3,8,8,21.9,28.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4241",5.8,20.7,0,2.4,7.6,50,"WSW","NW",2,24,91,71,1017.4,1012.9,6,7,13.1,18.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4242",11.2,32.7,0,8,7.6,41,"SSW","WNW",7,17,33,20,1019.6,1015.3,7,1,22.6,32.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4243",15.6,32.6,0,4.2,7.6,59,"N","W",24,30,41,26,1008.2,1006.7,0,0,25.6,32.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4244",17.5,28.3,0.6,8,12.5,63,"W","WNW",35,19,32,18,1010.5,1009.6,0,0,19.9,27.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4245",11.1,24,0,1.2,6.8,19,"NNE","NNW",6,7,69,34,1022.7,1020.6,8,7,18.1,23.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4246",6.2,14.3,17.2,0,1.7,57,"W","SW",26,26,95,51,1010.1,1012.9,8,7,6.7,13.5,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4247",9.1,13.2,3.6,1.4,0,31,"S","SSW",9,13,100,94,1005.6,1003.6,8,8,12.8,12.7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4248",11.4,27.1,0,5.6,12.1,33,"ESE","SE",6,15,69,38,1017.6,1012.8,1,2,16.9,26.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4249",14.4,21.6,1.4,0.2,3.4,26,"W","NE",9,13,88,67,1024.7,1022.1,7,4,15.1,19.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4250",10.2,16.3,2.8,4.2,6.8,48,"WNW","W",13,19,82,71,1008.9,1006.8,1,1,13.8,12.9,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4251",13.9,24.9,1,3.4,8.3,41,"N","NW",19,20,39,31,1009.4,1005,7,7,19.2,24.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4252",2.3,11.6,19.2,1.8,7.5,54,"WNW","WNW",26,31,78,56,1006.9,1010.3,7,3,7.6,11.2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4253",10.8,16,1.8,9,10.8,94,"W","W",35,50,54,57,1005,1010.8,1,5,13,12.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4254",10.4,14.1,0,1.2,0.3,31,"SW","SSW",11,15,84,62,1026.4,1025.7,7,7,11.3,13.6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4255",0.1,14.4,0,4.6,9,41,"ENE","WNW",7,24,62,35,1019,1015,3,2,7.6,14.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4256",-0.5,14.6,0,8,7.6,26,"SSE","ESE",9,13,72,51,1031.5,1029,8,8,9,13.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4257",7.1,22.4,0,5.7,7.6,28,"NE","SW",7,17,27,23,1029.1,1025.4,6,4,18.1,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4258",-1.9,7.3,0,2.4,5.7,15,"SSW","WSW",6,6,99,83,1030.7,1028.3,8,7,2.8,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4259",8.4,13.5,1.2,1,6.8,48,"WNW","NNW",7,26,92,94,1019.5,1013.8,8,8,11.5,13.2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4260",12,24.4,0.2,3.8,5.4,94,"N","W",9,48,40,40,1005.8,1004.2,3,7,19.6,18.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4261",0.6,20.4,0,4.2,5.7,26,"SSW","NNW",9,9,75,40,1029.8,1025.7,7,7,10.1,19.3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4262",14.1,22.7,1.2,7.4,9.3,57,"NNW","W",26,31,54,31,1012.7,1010.9,2,7,17.9,21.8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4263",10.3,24.6,0,6.8,13.1,39,"NNE","N",19,13,57,41,1022.4,1017.9,7,2,15.9,22.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4264",11.3,30.1,0,2.4,6.8,44,"ESE","NNW",7,26,83,20,1015.7,1012.2,7,7,16.7,29.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4265",24.3,34.3,0.4,2.4,7.6,31,"WSW","WSW",15,17,58,40,1009.9,1009,1,1,28.1,33.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4266",18.6,41,0,12.6,12.5,44,"SSW","NW",7,26,68,30,1012.6,1008,7,7,22.6,36.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4267",17.7,22,0,9.4,7.5,56,"NW","WSW",22,37,45,47,1010.2,1012.5,7,7,20.7,20.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4268",12.2,21.1,0,2.4,6.8,20,"NNE","WNW",6,7,86,57,1026.7,1025.8,5,7,15.2,20.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4269",15.2,23.3,0,3,10.3,26,"W","ESE",15,17,63,53,1019.7,1017.3,8,8,17.7,21.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4270",18.5,33.7,10.4,1.4,12.7,70,"NW","WNW",2,19,67,27,1007.4,1005.2,3,4,25.4,32.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4271",11.2,17.6,0,4.2,7.6,33,"SE","ENE",11,9,81,90,1016.9,1017.1,3,8,15,14.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4272",13.3,22.9,0,5.8,13.6,57,"WNW","WNW",20,26,49,36,1002.8,1004.3,2,5,19.3,22.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4273",20.6,26.9,0,10,5.7,43,"ENE","ENE",11,22,72,65,1015.3,1012.5,6,8,23.1,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4274",16.8,21.5,5.8,3.4,0,56,"SSW","S",30,28,85,77,1013.6,1012.9,2,1,18,20.8,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4275",19.3,24.8,13.2,2.4,7.6,46,"NNE","S",17,15,61,76,995.5,998.8,6,8,23.3,23,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4276",13.9,29.4,0,8,6.8,35,"ESE","NNW",7,11,71,41,1020.8,1017.2,1,4,19.6,27.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4277",13.3,23.7,0,4,7.3,37,"WSW","WSW",17,17,61,46,1023.7,1021.9,7,5,15.8,22.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4278",3.1,12.5,0,1.2,2.5,54,"N","N",19,30,81,58,1021.7,1017.6,7,7,6.5,12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4279",4.5,16,1.8,3,4.3,35,"W","NW",9,15,88,69,1017.7,1013.7,7,7,10,15.2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4280",9.5,21.5,0,2.4,7.6,41,"NNW","WSW",4,15,75,50,1013.4,1011.3,6,8,14.5,20.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4281",9.7,30.8,0,5.7,6.8,54,"NNW","W",22,31,49,27,1008.4,1005.4,8,8,22.6,27.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4282",8.8,14.4,3.8,2.2,6.8,50,"SW","SW",20,19,57,48,1020.4,1022.6,5,7,11.5,13.8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4283",10.2,21.8,0,5.7,6.8,33,"ENE","SSE",9,13,76,58,1014.9,1014.4,8,8,17,20.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4284",21.7,36.7,0,8,10.7,35,"ESE","WSW",2,13,33,23,1013.5,1011.6,1,4,27.1,35.7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
