"","Date","Season","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"5209",2011-10-02,"spring","Adelaide",7.1,18.1,0.4,8,11.3,"ESE",30,"E","NW",11,9,51,35,1023.3,1021.4,3,6,12.1,17.1,0,0
"5211",2008-10-30,"spring","Melbourne",13.2,29.9,0,6,4.6,"N",76,"N","N",39,56,57,38,1013.9,1007.5,8,6,20.4,26.8,0,0
"5212",2014-05-11,"fall","Sydney",14.4,22.9,0.8,2,8.3,"SSE",41,"W","SSW",15,20,76,59,1022.2,1022.1,1,3,16.7,19.9,0,0
"5215",2008-08-04,"winter","Adelaide",9,13.8,8.2,4.4,4.4,"NW",31,"N","S",9,6,92,92,1014.8,1015.8,4,1,10.1,11.7,1,1
"5216",2009-09-04,"spring","Adelaide",9.4,15.7,3.4,2.6,7.3,"WSW",39,"W","W",22,20,67,54,1015.7,1015.8,3,5,12.9,14.5,1,0
"5217",2011-01-19,"summer","Canberra",15.1,27.5,0,5.4,8.9,"E",48,"ENE","ENE",9,6,77,40,1009.6,1007.5,7,2,17.5,26.1,0,0
"5218",2014-06-16,"winter","Canberra",-2.4,12.3,0,8,8.6,"WNW",46,"NW","WNW",13,33,97,53,1022.5,1020.6,7,6,4.6,11.4,0,0
"5219",2009-03-04,"fall","Canberra",16.3,22.8,0,4.6,9.3,"WNW",54,"WNW","W",30,28,43,14,1010.7,1009.7,6,1,16.6,21.8,0,0
"5220",2016-05-22,"fall","Melbourne",9.2,22.2,0,2.8,2.2,"N",59,"NNE","N",17,24,59,44,1016.7,1011.9,7,7,17.2,21.9,0,1
"5221",2015-06-11,"winter","Adelaide",4.4,14.2,0,1.6,7.6,"ESE",22,"S","E",4,7,69,50,1035.7,1032.3,7,7,9.5,13.8,0,0
"5222",2009-04-28,"fall","Adelaide",8.7,17.8,2,2.2,6.1,"NNW",20,"NNW","SW",7,11,72,50,1023,1021.4,1,0,13.6,16.7,1,0
"5223",2008-01-14,"summer","Canberra",16,22.8,0,12.4,6,"E",50,"E","ENE",13,19,70,57,1012.3,1012.3,8,6,17,21.6,0,0
"5224",2014-04-19,"fall","Canberra",3.9,16.8,0,2.4,8.6,"S",30,"ESE","NNW",13,13,57,53,1017.9,1015,7,7,10.8,15.9,0,0
"5225",2013-09-19,"spring","Sydney",14.2,23.4,0.2,7.6,11.2,"WNW",63,"W","WNW",9,46,31,21,1005.7,1002.9,0,1,19.9,22.9,0,0
"5226",2010-01-20,"summer","Melbourne",14.5,28.2,0,6.4,10.6,"SSE",39,"NW","SSE",13,20,62,32,1011.4,1009.6,3,4,18.2,25.3,0,0
"5227",2008-11-08,"spring","Adelaide",12.5,19,1.6,2.4,4.7,"WSW",48,"WSW","SW",20,24,60,42,1013.1,1015.6,7,6,14.9,17.7,1,0
"5228",2014-07-24,"winter","Canberra",-2.5,11.1,0,5.7,5.7,"WNW",19,"ENE","WSW",7,9,99,70,1023.3,1019.4,1,7,2.7,10.6,0,0
"5229",2009-06-01,"winter","Adelaide",9.2,16.6,0,1.6,2.4,"ENE",31,"SW","SSE",7,7,73,60,1026.6,1024.2,2,3,12.8,15.3,0,0
"5230",2016-10-08,"spring","Melbourne",9.7,16.9,0,2.4,11,"S",28,"SW","SSW",7,15,78,54,1021.9,1020.7,6,1,12.1,15.2,0,0
"5231",2014-06-19,"winter","Canberra",-1,13.5,0.2,2.4,8.6,"WNW",26,"S","NW",7,15,99,69,1029.1,1024.3,8,5,2.9,12.4,0,0
"5232",2014-09-26,"spring","Melbourne",10.7,19.5,0,1.6,5.2,"S",28,"SW","SSE",17,9,74,41,1020,1018.3,8,8,13,18.7,0,0
"5233",2017-06-22,"winter","Canberra",-0.4,13.9,0,4.2,7.6,"NW",37,"NNW","NNW",2,22,99,56,1029.9,1025.6,7,6,4,13.3,0,0
"5234",2011-08-15,"winter","Sydney",9.4,17.8,0.6,1.6,5.1,"W",26,"WNW","ESE",17,15,78,58,1026.4,1022.8,8,8,11.6,17.2,0,0
"5235",2010-01-24,"summer","Adelaide",14.8,30.2,0,4.2,13.1,"WSW",28,"NW","WSW",9,15,56,37,1016,1012.9,6,2,20.1,27,0,0
"5236",2015-07-09,"winter","Sydney",6.6,17.6,0,2,9.6,"W",24,"WNW","E",19,7,92,46,1030.8,1026.9,1,1,8.3,16.4,0,0
"5237",2013-11-05,"spring","Canberra",-0.3,23.5,0,2.4,7.6,"ENE",37,"E","NE",11,9,52,25,1027.6,1023.3,2,3,10.3,21.4,0,0
"5239",2014-06-15,"winter","Adelaide",7.6,15.8,0,4.2,6.8,"WSW",30,"NNW","WSW",7,15,97,64,1025.5,1023.9,3,1,9.8,15.3,0,0
"5241",2015-11-15,"spring","Canberra",10.7,21.1,1.2,5.7,6.8,"ESE",41,"S","E",20,22,59,39,1018.5,1016.7,7,5,14.1,19.6,1,0
"5242",2008-12-10,"summer","Adelaide",14.2,28,0,6.4,12.5,"SE",48,"E","SE",13,13,56,35,1010.8,1008.9,1,7,19.3,25.6,0,0
"5243",2010-12-09,"summer","Canberra",18.3,26.2,32,6.6,3.8,"NNW",52,"NNW","WNW",17,6,87,78,1009.6,1007.7,7,8,21.1,23.2,1,1
"5244",2016-12-11,"summer","Sydney",20,26.3,0,9,11.4,"E",41,"NE","E",13,28,57,56,1022.2,1020.4,3,1,23.6,24.3,0,0
"5245",2016-10-25,"spring","Canberra",1.2,20.7,0,2.4,8.6,"NNW",48,"NNE","NNW",4,35,78,46,1018.3,1014.7,7,7,10,19.6,0,0
"5248",2012-04-22,"fall","Adelaide",16.1,21.3,6,8,5.7,"W",50,"NW","WNW",26,24,58,50,1009.2,1007.6,6,3,18.1,20.8,1,1
"5250",2008-01-12,"summer","Canberra",20.9,35.7,0,13.8,6.9,"SW",50,"E","WNW",4,17,61,28,1007.6,1003,7,2,23.6,34,0,1
"5252",2007-12-01,"summer","Canberra",15.1,20.4,22.6,2.4,0.2,"SSE",41,"E","S",6,20,82,90,1015,1014.1,8,8,17,16.3,1,1
"5254",2013-06-26,"winter","Sydney",10.5,19.8,15.6,1.4,4.3,"SSE",52,"SE","SE",31,20,84,63,1019.8,1020,7,7,16.7,19.2,1,0
"5255",2016-03-16,"fall","Sydney",19.7,26.2,23,6,7.6,"ESE",39,"S","SSW",9,20,88,58,1019.7,1018,8,4,20.7,25.4,1,1
"5256",2016-11-23,"spring","Melbourne",11,16.8,5.4,1,5.2,"SSW",39,"WSW","SSE",6,15,78,79,1015.3,1016.4,7,7,13.7,11.4,1,1
"5257",2014-07-28,"winter","Melbourne",9.7,16.9,1.4,3,9.6,"N",63,"N","NNW",50,31,60,49,1016.6,1012.2,3,2,11.4,16.3,1,0
"5259",2014-08-24,"winter","Sydney",11.1,19.4,3.8,0.2,7.3,"W",22,"WNW","E",17,11,88,64,1029.7,1026.4,4,2,13,18.4,1,0
"5261",2015-08-13,"winter","Adelaide",10.5,15.7,4,5.7,7.6,"W",26,"WNW","WNW",11,11,97,68,1023.6,1023.2,2,7,11.6,15.1,1,1
"5262",2015-03-01,"fall","Adelaide",15.1,25.4,0,5.7,7.6,"SSE",41,"SSW","SE",13,19,55,37,1016.3,1015.9,1,7,18.2,24,0,0
"5263",2008-07-01,"winter","Canberra",5.3,11.7,2,3.6,5.6,"NW",78,"NW","W",33,33,73,56,1012.1,1012.3,3,1,6.9,11.1,1,0
"5265",2010-10-29,"spring","Sydney",14.5,22.1,0.2,6.2,1.8,"ENE",31,"WNW","ENE",11,15,82,59,1020.7,1017.5,7,7,16.2,20.5,0,0
"5266",2011-06-24,"winter","Sydney",8.1,18.6,0,3.4,9.8,"W",26,"W","NE",20,9,69,40,1026.7,1024.7,6,7,9.8,17.6,0,0
"5267",2014-07-23,"winter","Sydney",8.9,18.9,0,3.2,6.7,"W",22,"WNW","ESE",17,13,87,57,1025.5,1021.6,3,5,10.7,17.1,0,0
"5268",2015-02-19,"summer","Sydney",22.2,27.6,0.2,9.6,5.1,"ENE",39,"ENE","E",11,17,88,63,1021.8,1019.4,7,5,23,25.8,0,0
"5269",2010-09-11,"spring","Adelaide",11.3,16.9,0,4.2,5,"W",33,"NW","NW",13,15,57,49,1020.5,1019.1,3,6,13.7,16.3,0,0
"5270",2010-02-19,"summer","Melbourne",17.1,32.8,0,8,12.1,"N",74,"N","N",50,31,40,24,1022,1018.1,1,1,23.1,30.7,0,0
"5271",2017-03-26,"fall","Canberra",10,28.4,0.6,8,6.8,"ENE",26,"SE","SW",9,9,86,36,1016.5,1014,0,3,15.6,27.9,0,0
"5272",2015-03-24,"fall","Adelaide",12.3,19.3,0,5,6.8,"S",39,"S","SSE",13,19,59,47,1022.2,1021.4,2,7,15.1,17.7,0,0
"5273",2010-11-26,"spring","Melbourne",16,25.1,1.8,0.8,4.6,"NW",46,"N","S",7,20,80,76,1017.1,1013.4,7,5,18.2,22.5,1,1
"5275",2014-10-10,"spring","Sydney",14,22.8,0.2,4.8,7.9,"NE",35,"NNW","ENE",13,22,53,58,1019.5,1015.5,6,6,20.2,21.9,0,0
"5276",2013-05-12,"fall","Melbourne",16.5,22.1,0.2,7.2,3.5,"N",59,"N","N",44,35,44,39,1019.2,1015.4,2,7,18.2,21.6,0,0
"5277",2010-10-17,"spring","Adelaide",9.9,15.9,0.8,5.7,6.2,"SW",33,"SW","WSW",7,17,69,53,1021.6,1021,7,7,12.1,15.1,0,0
"5278",2013-01-13,"summer","Melbourne",16.2,20.8,0,6.4,1.1,"S",48,"SSW","SSW",19,17,70,56,1013.5,1014.6,1,1,16.8,18.3,0,0
"5279",2009-01-12,"summer","Canberra",13.8,27.3,2,8,13.3,"ENE",43,"SSE","NE",4,20,74,45,1014.9,1013.8,1,1,19.6,26,1,0
"5280",2014-03-02,"fall","Adelaide",15.4,30.4,0,4.2,12,"SE",30,"SW","W",4,15,64,34,1021.3,1019.5,5,7,19.8,29.9,0,0
"5281",2010-08-11,"winter","Adelaide",10.7,14.9,1.8,2.4,8,"SW",52,"SSW","SW",13,28,66,61,1017.8,1017.3,7,5,13.2,13.9,1,0
"5282",2010-07-06,"winter","Melbourne",4.3,14.6,0,1,8.2,"WSW",22,"WNW","SSW",13,15,76,51,1022.8,1020.9,2,1,6.6,13.1,0,0
"5284",2010-04-29,"fall","Melbourne",12.8,18.4,2.2,2.8,2.7,"W",48,"WNW","SW",13,28,71,58,1020.8,1020.6,7,7,14.8,17.8,1,0
"5285",2012-02-06,"summer","Sydney",20.4,24.8,0,8.8,7.5,"S",59,"S","SSW",24,37,76,63,1002.4,1002.9,8,8,22.3,23.8,0,1
"5286",2014-06-25,"winter","Melbourne",8.6,16,6.2,3.6,3.4,"WNW",54,"W","W",19,22,73,64,1011.8,1012.6,7,7,11.2,14.6,1,0
"5287",2010-11-09,"spring","Sydney",17.2,23.6,5.6,11.2,7,"SSE",37,"SSE","E",22,11,80,54,1025,1024.2,7,8,19.7,23.2,1,0
"5288",2012-02-24,"summer","Sydney",20.6,27.5,0,7.6,12,"ENE",33,"WNW","E",11,22,78,61,1022.6,1022.4,1,2,22.7,26.9,0,0
"5289",2014-05-28,"fall","Adelaide",13.3,18.1,5,1.4,6.8,"W",39,"NW","WNW",9,13,86,65,1015.9,1016.6,8,0,15,17.7,1,0
"5290",2009-03-31,"fall","Melbourne",14.5,30.1,0,4.2,10.5,"N",39,"NE","SE",17,7,85,29,1023.7,1020.7,0,0,15.7,29.5,0,0
"5291",2014-10-12,"spring","Melbourne",10.3,30,0,4.8,11.6,"N",52,"W","WNW",2,26,70,34,1010.7,1004.8,8,5,14.4,24.7,0,1
"5292",2014-03-18,"fall","Canberra",8,26.2,0,4.2,6.8,"WNW",46,"SE","WNW",6,28,75,38,1020.2,1019,7,6,14.6,25.4,0,0
"5293",2016-10-25,"spring","Sydney",11.4,23.3,0,6.8,12.3,"ENE",37,"W","NE",13,22,56,46,1018.9,1014.4,7,1,17.6,22.8,0,0
"5294",2011-06-05,"winter","Sydney",10.5,17.7,1.4,3,9.2,"W",39,"W","W",20,9,68,47,1018,1012.9,7,5,11.6,16.5,1,0
"5295",2011-05-02,"fall","Sydney",12.9,18.4,0,3.8,0.5,"W",31,"W","WNW",20,13,87,75,1016.6,1014.7,8,8,14.3,18.1,0,0
"5296",2014-11-24,"spring","Adelaide",18.2,23,0,13.8,8.6,"WSW",46,"SW","WSW",19,26,50,51,1012.4,1015,7,5,20.2,20.5,0,0
"5297",2008-09-06,"spring","Canberra",6.3,16.1,0,1.8,2.9,"S",35,"S","S",19,24,63,33,1019.7,1016.2,7,7,10,15.7,0,0
"5298",2008-09-07,"spring","Canberra",-0.9,16.7,0,2.8,8.6,"NW",35,"WNW","NW",7,22,84,33,1018.1,1013.9,7,7,6.4,15.5,0,0
"5299",2011-12-19,"summer","Canberra",14.6,22.3,8.2,14.6,1.8,"N",30,"N","N",13,20,100,87,1008.8,1006.7,8,8,16.4,19.1,1,1
"5300",2012-08-18,"winter","Adelaide",6,14,2.6,5.7,6.8,"WSW",31,"SSW","WSW",9,15,70,80,1023.5,1023,1,3,10.7,12.9,1,0
"5301",2012-01-13,"summer","Canberra",4.8,27.5,0,2.4,8.6,"NW",44,"W","NNW",6,24,62,27,1015.4,1011.2,1,6,14.5,26.9,0,0
"5302",2015-10-14,"spring","Canberra",11,26.1,0,2.4,5.7,"NE",30,"ENE","NNW",7,13,71,43,1026.6,1023.6,7,2,16.5,23.6,0,0
"5303",2014-09-27,"spring","Adelaide",11.8,30.6,0,4.2,6.8,"N",48,"NNE","NNW",17,19,32,19,1018.9,1014.6,7,7,22,30.1,0,0
"5304",2013-05-27,"fall","Sydney",10.6,20.2,3.4,3.2,7.1,"SSW",41,"W","SSE",22,24,84,58,1029.4,1028.2,5,5,11.6,19.4,1,1
"5305",2012-03-21,"fall","Adelaide",14.3,20,17.2,7.6,9.8,"SW",43,"SSW","SSW",20,17,52,33,1013,1012.7,6,3,15.9,19.4,1,0
"5306",2015-02-08,"summer","Sydney",18.9,32.1,0,5.6,12.2,"E",26,"W","E",9,22,71,58,1018.9,1017,0,1,23.3,28.3,0,0
"5307",2016-10-13,"spring","Canberra",1.7,16.2,0.4,8,5.7,"S",39,"SE","SSW",13,17,63,44,1022.3,1021.3,0,3,8.4,13.6,0,0
"5308",2014-08-01,"winter","Sydney",15.9,18.2,0,8.4,10,"W",72,"WNW","W",22,28,41,23,1007.2,1008.7,1,1,16.8,16.7,0,0
"5309",2012-08-09,"winter","Adelaide",7,15,5.4,0.8,6.8,"SW",44,"SSW","WSW",4,22,75,61,1027.8,1028.2,7,7,11.3,14.3,1,0
"5310",2009-04-04,"fall","Melbourne",11.3,19.6,18,6.2,4.8,"SSW",37,"WSW","SSW",20,19,71,43,1022.8,1022.4,4,6,12.6,18.8,1,0
"5311",2009-06-07,"winter","Canberra",4.5,11.5,0.6,1.2,3.8,"W",41,"NNW","WNW",19,20,87,72,1008,1007.1,7,6,8.9,10.6,0,1
"5312",2008-03-19,"fall","Canberra",15.1,26.2,0,9,9.8,"NE",31,"SE","NNE",4,15,59,48,1022.1,1018.7,1,4,19.7,24.5,0,0
"5313",2008-10-27,"spring","Canberra",9,30.7,0,7.6,12.1,"NNW",76,"SSE","NW",7,50,38,15,1016.1,1010.8,1,3,20.4,30,0,0
"5314",2015-08-28,"winter","Sydney",10.6,20.8,0,2.8,9.2,"WSW",48,"W","S",22,20,48,43,1019.8,1018.9,3,5,14.6,18.5,0,0
"5315",2016-10-16,"spring","Melbourne",17.4,23.1,0,11.6,0.8,"N",57,"N","S",26,11,49,60,1001.9,999.8,8,8,18.1,17.7,0,1
"5316",2015-03-27,"fall","Adelaide",13.1,19.9,0,3.8,6.8,"W",28,"SSW","WSW",11,19,55,57,1029.5,1026.7,0,8,15.4,17.9,0,0
"5317",2011-12-05,"summer","Adelaide",12.2,28.2,0,21.6,13.5,"E",44,"ENE","ESE",17,13,40,16,1019.8,1014.9,8,8,16.7,26.2,0,0
"5318",2011-06-27,"winter","Canberra",-5,15.2,0,1.2,8,"N",15,"NNW","N",6,6,87,38,1030.4,1028.3,1,1,0.9,14.8,0,0
"5319",2009-04-06,"fall","Canberra",7.6,20.8,0,5.6,9,"E",35,"SSE","NW",6,6,67,37,1021,1018,7,1,13.6,20,0,0
"5320",2014-03-18,"fall","Sydney",16.1,29.7,0.2,7.2,10.4,"NE",31,"W","NE",19,19,58,33,1021,1018.7,1,5,19.9,28.7,0,0
"5321",2010-08-14,"winter","Melbourne",10.2,15.9,0,3.8,3.8,"N",89,"N","N",57,44,55,46,1007.4,1000.7,7,7,12.7,15.5,0,0
"5322",2015-02-10,"summer","Canberra",15,29.4,0,2.4,7.6,"ENE",35,"SSE","NE",9,17,76,47,1025,1020.9,8,1,18.4,28.6,0,0
"5323",2017-04-21,"fall","Adelaide",18.2,22.6,4.8,5.7,8.6,"WSW",20,"SW","S",7,11,83,60,1022.5,1020.6,4,5,19,21.8,1,0
"5324",2011-05-23,"fall","Adelaide",12.3,14.5,8,6.4,3,"SW",56,"SW","SW",17,22,71,72,1010,1011.3,6,1,13.9,12,1,1
"5325",2015-07-24,"winter","Canberra",0.5,11.6,2.2,4.2,7.6,"NW",50,"S","NW",6,17,99,95,1020.8,1015.8,8,8,4.4,10,1,1
"5326",2017-03-09,"fall","Melbourne",15,32.3,0,9,10.2,"N",33,"NNE","S",13,11,53,24,1017.1,1014.8,0,1,19.3,31.3,0,0
"5327",2007-12-06,"summer","Canberra",16.3,26.8,0,6,6.3,"ENE",39,"ESE","ESE",13,9,78,54,1018.8,1016.1,8,7,18.6,24.5,0,0
"5328",2010-06-09,"winter","Adelaide",8.7,15.1,6.4,1.6,5.5,"SW",61,"WSW","SSW",17,26,67,72,1019.5,1020.4,1,1,13.4,13.6,1,1
"5330",2015-11-14,"spring","Sydney",17.7,20.1,18.2,9,0,"SSE",33,"S","ESE",15,19,81,70,1014.4,1013.4,8,8,18.7,18.9,1,1
"5332",2009-04-17,"fall","Canberra",2.8,20.7,0,4.4,10.6,"E",33,"S","WNW",2,7,64,31,1018.2,1016,1,1,10,20.3,0,0
"5335",2009-10-11,"spring","Melbourne",7,22.2,0,4.8,9.1,"S",46,"N","N",28,26,64,25,1021.4,1015.3,1,7,12,20.2,0,0
"5336",2010-11-02,"spring","Adelaide",11.2,19.5,0.2,3.8,11.2,"SW",37,"WSW","WSW",13,19,66,49,1022.7,1022,5,1,14.9,18.7,0,0
"5337",2008-08-28,"winter","Canberra",-0.1,14.7,0,3.4,9.9,"ENE",30,"SE","NE",6,15,60,43,1029.9,1025.9,1,5,7.2,12.3,0,0
"5338",2013-09-09,"spring","Melbourne",11.5,22.9,0.2,5.2,4.7,"N",81,"N","N",56,50,38,40,1012,1003.2,7,5,16.3,21.7,0,0
"5341",2008-03-26,"fall","Canberra",12.6,20.2,19.8,2.6,9.1,"W",46,"NNW","W",17,20,76,50,1007.9,1008.4,5,4,15.1,17.4,1,0
"5344",2013-03-14,"fall","Sydney",20.8,24.3,0,7.8,1.3,"SSW",43,"SSE","SSW",7,11,72,68,1012,1011.2,6,7,23.1,24,0,0
"5345",2011-03-21,"fall","Sydney",19.4,24.8,20.8,5.2,2.6,"ENE",57,"E","E",26,19,95,82,1006.6,1003.3,1,1,21.4,24,1,1
"5346",2013-08-22,"winter","Sydney",7.6,18.1,0,5.6,6.7,"W",50,"N","WNW",19,24,48,32,1013.8,1010.2,7,7,12.5,17.7,0,0
"5347",2010-12-27,"summer","Sydney",18.4,19.9,17,11.8,0.3,"SSE",57,"SSW","SSE",15,28,88,78,1005.5,1005.8,5,3,18.5,18.9,1,1
"5348",2014-03-26,"fall","Melbourne",14.1,27,0,3.8,7.1,"E",35,"WNW","SE",9,15,80,50,1025.1,1021.7,3,7,17.3,26.3,0,1
"5349",2012-03-14,"fall","Sydney",18.1,25.2,0,6.8,7.5,"E",39,"W","E",7,24,85,79,1020.6,1018,7,8,20.2,23,0,0
"5350",2013-07-04,"winter","Adelaide",11.4,15,0,2.8,0.8,"WSW",59,"N","NNW",20,26,58,82,1008.8,1005.2,0,1,12.5,12.3,0,1
"5351",2015-07-12,"winter","Canberra",3.1,9.2,10.2,4.2,8.6,"WNW",39,"NW","WNW",20,24,90,65,1005.1,1002.1,8,3,3.6,7.2,1,1
"5352",2012-03-28,"fall","Sydney",19.4,22.5,0,5.6,0.4,"E",31,"E","ENE",9,6,77,84,1023.2,1020.3,3,8,20.4,20.4,0,1
"5353",2011-12-18,"summer","Melbourne",21.9,26.1,0,9.6,0.3,"NNE",78,"NNE","NNE",17,46,40,51,1009.7,1006.5,7,7,24.6,23.6,0,1
"5354",2014-05-04,"fall","Sydney",10.8,20.5,3.8,3.8,8.5,"W",54,"W","W",20,31,61,31,1001.9,1003.7,5,1,15,19.3,1,0
"5355",2017-03-21,"fall","Adelaide",21.5,29.9,26.8,8,8.6,"E",37,"SE","E",7,7,65,52,1010.3,1009.6,1,1,24.6,28.5,1,0
"5356",2013-07-20,"winter","Canberra",6.1,10.6,6,2.4,7.6,"WNW",78,"NNW","NNW",26,37,90,77,1009,1005.6,7,8,8.3,7.3,1,1
"5357",2009-07-23,"winter","Canberra",5.2,10.2,7,2.4,1.6,"NW",50,"NNW","WNW",20,7,82,63,1014.1,1017.8,7,6,7.6,9.7,1,1
"5358",2011-03-02,"fall","Sydney",19.4,21.8,0,9.2,0,"SSE",43,"ESE","E",19,11,58,59,1017.1,1015,8,8,20.5,21.2,0,0
"5359",2015-07-07,"winter","Adelaide",10.8,15.1,4.8,2.4,6.8,"W",26,"WNW","SSE",9,6,94,88,1022.2,1021.7,1,1,12.5,13.2,1,1
"5360",2013-10-28,"spring","Melbourne",11.3,18.2,1.8,3.8,3.6,"SSW",37,"S","SE",2,9,76,60,1015.6,1013.2,8,7,13.1,18.2,1,1
"5362",2013-03-15,"fall","Canberra",16.5,27.8,0,5.8,8.6,"NNW",28,"NNE","N",11,13,76,48,1016.6,1014.2,8,5,17.9,25.2,0,0
"5363",2010-11-27,"spring","Melbourne",17.3,23.8,14.2,5.8,0,"N",52,"NNE","WSW",22,20,85,86,1009.5,1007.7,7,7,19.6,21.3,1,1
"5364",2014-09-04,"spring","Canberra",0.7,14.2,0,5.7,6.8,"S",48,"SSW","S",24,20,58,47,1018.5,1016.4,8,8,10.1,12.6,0,0
"5365",2014-01-20,"summer","Sydney",21.7,25.9,0,4.2,2.8,"S",37,"SSE","ESE",11,24,71,65,1009.2,1008,6,7,24.1,25.1,0,1
"5366",2017-03-19,"fall","Melbourne",14.5,33.5,0,7.6,11.4,"NNE",26,"NE","SSW",7,9,61,31,1020,1015.4,0,0,19.3,31.8,0,0
"5368",2014-12-17,"summer","Canberra",14.4,25.9,1.2,5.7,5.7,"E",46,"N","N",17,20,42,16,1004.4,1004.2,1,1,17.7,24.3,1,0
"5369",2009-08-03,"winter","Melbourne",8.8,15.4,3.2,3.6,7.1,"W",93,"W","NW",20,13,65,35,1022.4,1021.9,1,6,9.9,14.8,1,0
"5370",2012-04-01,"fall","Melbourne",16.4,21.7,0.2,6.6,7.2,"SSE",30,"WSW","S",13,17,68,52,1019.3,1017.4,7,7,17.5,20.2,0,0
"5371",2010-04-13,"fall","Melbourne",13.1,17.8,0.6,3.6,0,"WSW",33,"SW","SSW",20,19,57,59,1025.8,1024.1,8,7,15.1,16.6,0,0
"5373",2013-12-27,"summer","Sydney",17.9,24.8,1.8,6.2,10.5,"ENE",31,"W","ENE",9,22,78,64,1012.5,1010.7,5,5,21,24.3,1,0
"5374",2017-05-26,"fall","Melbourne",13.1,18,0,0.8,4.4,"N",20,"SW","SSW",6,7,79,57,1022.9,1019.3,7,4,13.7,16.9,0,0
"5375",2010-12-11,"summer","Adelaide",14.2,21.7,0.4,5.7,4.8,"WNW",59,"NW","W",17,28,73,51,1009.6,1005.9,6,3,16.2,21.4,0,1
"5376",2012-03-10,"fall","Canberra",7.9,25.1,0,4.4,10.5,"ENE",37,"SE","NW",6,13,88,40,1014,1013.1,1,2,13.4,23.1,0,0
"5378",2014-07-19,"winter","Canberra",-2.1,12.1,0,4.2,8.6,"S",56,"WSW","S",7,31,77,47,1025,1025,0,1,3,11.2,0,0
"5379",2008-05-11,"fall","Canberra",8.3,17.4,0,2,1.6,"E",20,"WSW","NE",6,11,80,52,1024.4,1021.5,7,7,13.5,17.2,0,0
"5380",2013-06-15,"winter","Canberra",6.3,14.4,0,4.2,5.7,"S",43,"SSW","S",22,22,56,45,1013.8,1014.7,8,8,8.6,12.6,0,0
"5381",2016-09-14,"spring","Canberra",10.1,18.3,0,5.7,5.7,"N",56,"N","W",20,20,79,78,1013.4,1009.6,8,6,14.9,13.3,0,1
"5383",2016-11-26,"spring","Canberra",7.9,24.7,0,5.7,5.7,"N",44,"NNW","NW",7,28,69,34,1016.7,1013.6,1,0,16,24,0,0
"5384",2014-04-27,"fall","Sydney",16.9,17.9,0.4,2.2,0,"SSW",35,"SSE","S",19,15,83,87,1023.5,1023.1,5,7,17.9,17,0,1
"5385",2013-10-01,"spring","Sydney",20.2,32.2,0,8.6,3,"NW",85,"NNW","WNW",35,41,33,32,1003.8,1005,7,7,24.7,26.4,0,0
"5386",2013-07-10,"winter","Adelaide",4.8,16.1,0,1.8,9.3,"N",24,"NE","NNE",11,9,60,43,1029.5,1027.2,4,2,10.6,15.7,0,0
"5387",2009-02-20,"summer","Melbourne",18,24.6,0,8,7.4,"S",46,"SW","SW",19,28,68,50,1012.9,1013.1,7,4,18.1,22.6,0,0
"5388",2012-02-07,"summer","Melbourne",14.5,22,0,6,3.8,"S",43,"WSW","SSE",19,30,63,43,1010.9,1011.4,5,6,16.4,20.7,0,0
"5389",2013-11-27,"spring","Sydney",13.7,23.9,0,5.6,12.6,"E",30,"WNW","E",13,20,52,48,1018.3,1014.8,1,1,19.5,22.5,0,0
"5390",2011-03-03,"fall","Melbourne",13.6,20.1,0,4.6,7.8,"WSW",48,"W","SW",22,28,62,59,1013.4,1013.4,7,6,16.2,18.5,0,0
"5392",2013-07-01,"winter","Sydney",8.8,20.1,9.8,0.8,9.8,"W",26,"W","E",20,7,89,56,1024.4,1021.9,1,1,10.3,18.5,1,0
"5394",2016-04-22,"fall","Sydney",17.1,25.9,0,4,7.1,"SSW",44,"WNW","S",13,24,70,69,1020.1,1019.1,1,7,20.2,21.8,0,1
"5396",2016-09-06,"spring","Sydney",10,20.5,0,5,10.8,"E",24,"WNW","ENE",13,19,66,58,1030.4,1026.3,0,0,15,20.2,0,0
"5397",2014-10-18,"spring","Sydney",12.9,20.4,0,7.6,6.2,"ENE",26,"W","E",15,17,66,46,1029.8,1027.4,7,1,15.3,19.6,0,0
"5398",2013-10-22,"spring","Melbourne",12.3,17.2,0.4,1.2,0,"ENE",39,"W","SSW",2,13,72,82,1013.6,1008.6,8,8,13.3,14.8,0,1
"5399",2012-04-16,"fall","Adelaide",11.8,28.1,0,11.4,10.6,"ESE",20,"SSE","SW",2,9,56,24,1024.8,1021.7,1,1,20,27.8,0,0
"5400",2013-10-15,"spring","Sydney",10.7,24.3,0,5.8,12.1,"E",33,"WNW","NE",15,20,40,32,1022.6,1018.7,1,0,15.4,21.5,0,0
"5401",2010-01-22,"summer","Adelaide",28.6,33.6,0,11.2,8.6,"SW",48,"NNE","SW",17,24,9,55,1002.6,1005.9,1,2,31.9,26,0,0
"5402",2009-02-01,"summer","Melbourne",20.3,33.8,0,7.6,7.1,"SSW",39,"SSW","ESE",11,11,68,41,1016.5,1012,7,7,22.9,31.4,0,0
